#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
860,1.7200000000000013,-226558.39098361984,-194117.51877166855,268.9371450628282
870,1.7400000000000013,-226984.16539768234,-193858.10423905123,274.6174103141673
880,1.7600000000000013,-226915.2869797136,-193713.3171638517,275.2466984981539
890,1.7800000000000014,-226449.4529953386,-193417.2990848642,273.838912527333
900,1.8000000000000014,-226392.02770236984,-193275.25585366203,274.54040127217684
910,1.8200000000000014,-226057.18956760422,-193245.4442181423,272.0117098319547
920,1.8400000000000014,-226389.2977219011,-193029.29933977517,276.5567665866981
930,1.8600000000000014,-226562.63056897628,-192907.04668107955,279.0071915174639
940,1.8800000000000014,-226522.29365491378,-192726.16103135084,280.17235056329054
950,1.9000000000000015,-225756.9618678044,-192640.1196542682,274.54098460162425
960,1.9200000000000015,-226074.72529553878,-192445.46780690033,278.78894378941123
970,1.9400000000000015,-225697.15278577316,-192390.3839512918,276.11548983917464
980,1.9600000000000015,-225889.44892835128,-192180.34543965652,279.45087282632284
990,1.9800000000000015,-225485.88691663253,-192027.61199218745,277.371486133857
1000,2.0000000000000013,-225575.64985608566,-191979.49069280934,278.51455631082877
1010,2.019999999999999,-225792.86640882003,-191955.0912909268,280.5175698121848
1020,2.039999999999997,-225532.4931178044,-191888.26729969983,278.9130323085693
1030,2.0599999999999947,-225716.79417698667,-191866.2075287495,280.6237783127477
1040,2.0799999999999925,-225855.98265354917,-191803.08686739055,282.3009354994362
1050,2.0999999999999903,-224854.13499729917,-191687.3263743422,274.95520970047073
1060,2.119999999999988,-225580.67845433042,-191568.68684459385,281.96183695867506
1070,2.139999999999986,-225337.64085667417,-191475.06878725043,280.723138309459
1080,2.1599999999999837,-225586.81956761167,-191314.55747894524,284.1194977974531
1090,2.1799999999999815,-225234.91673558042,-191302.15064554103,281.30505174820746
1100,2.1999999999999793,-225212.0800288684,-191080.73110296548,282.9513176249905
1110,2.219999999999977,-225156.7489741809,-191110.49706941587,282.24585724868956
1120,2.239999999999975,-225126.7343257434,-190970.28751131147,283.15938091145205
1130,2.2599999999999727,-224841.8583491809,-190996.13821080246,280.5834345988279
1140,2.2799999999999705,-225322.20942339965,-190845.45633853634,285.8147427449049
1150,2.2999999999999683,-225227.34614214965,-190756.14053369488,285.7687537697051
1160,2.319999999999966,-224903.96821246215,-190739.3855644662,283.22682755213157
1170,2.339999999999964,-225260.62055621215,-190697.22702294186,286.5329982433792
1180,2.3599999999999617,-225204.79047808715,-190496.72074227862,287.7323742840405
1190,2.3799999999999595,-224870.7841304309,-190506.908578966,284.87897994002225
1200,2.3999999999999573,-225002.52680621215,-190506.84400651243,285.9716714313994
1210,2.419999999999955,-225119.02973589965,-190463.24577162927,287.2989215077708
1220,2.439999999999953,-224636.3017085559,-190424.53708974086,283.6179694563204
1230,2.4599999999999507,-225063.89200355555,-190329.59865701455,287.94976988788096
1240,2.4799999999999485,-224616.81680824305,-190303.97074364382,284.45594185331436
1250,2.4999999999999463,-225020.02383949305,-190340.0905568828,287.4991210796908
1260,2.519999999999944,-224743.3827262118,-190402.9939030027,284.6842732871703
1270,2.539999999999942,-224329.89786293055,-190246.31513478176,282.5553324378299
1280,2.5599999999999397,-225384.21249310358,-190320.7933372861,290.6782463275711
1290,2.5799999999999375,-224651.9568778692,-190191.2558054148,285.681670416838
1300,2.5999999999999353,-225217.15120757965,-189968.13930914865,292.2168234045608
1310,2.619999999999933,-224788.80745757965,-189836.68740141892,289.7555688510166
1320,2.639999999999931,-224643.0921255484,-189784.76405781647,288.9780265755499
1330,2.6599999999999286,-224721.5317087532,-189685.12364400225,290.45432245558015
1340,2.6799999999999264,-224651.23336890945,-189634.1416227455,290.29418879641196
1350,2.6999999999999242,-224708.67672828445,-189465.59470036428,292.1676643549719
1360,2.719999999999922,-224454.1918650032,-189498.14841079328,289.7880941007511
1370,2.73999999999992,-224406.07028297195,-189450.57748683658,289.78352910602746
1380,2.7599999999999176,-224407.6879587532,-189350.8333021339,290.6238261608879
1390,2.7799999999999154,-224314.14376930008,-189414.46701655642,289.320810124232
1400,2.7999999999999132,-224411.73039147328,-189378.716934307,290.426180916522
1410,2.819999999999911,-224746.56974694203,-189400.79583953938,293.0189873622177
1420,2.839999999999909,-224735.47599694203,-189383.28724580433,293.07216687443474
1430,2.8599999999999066,-223984.87541100453,-189256.0069278368,287.90479738349103
1440,2.8799999999999044,-224312.15568444203,-189277.47716392152,290.4399844105191
1450,2.899999999999902,-224278.10050866078,-189325.5158450717,289.7594204797441
1460,2.9199999999999,-224262.24259850453,-189298.66395201976,289.85056138229186
1470,2.939999999999898,-224374.12687584828,-189292.5256762774,290.8289767674464
1480,2.9599999999998956,-224084.0544114448,-189208.38691710067,289.12177165921
1490,2.9799999999998934,-224592.57052472606,-189231.19346727093,293.14833858932667
1500,2.999999999999891,-224403.55066568346,-189196.5694875446,291.8683857347458
1510,3.019999999999889,-223993.14929849596,-189256.31873499218,287.9708035975148
1520,3.039999999999887,-224600.66297037096,-189133.0207711662,294.02928419569406
1530,3.0599999999998846,-224443.2223395256,-189223.9412135668,291.97035317968675
1540,3.0799999999998824,-224301.3112067131,-189186.26371109718,291.1062489478153
1550,3.09999999999988,-224735.93524769426,-189209.71608704183,294.5148913851452
1560,3.119999999999878,-224356.84149769426,-189188.4870873274,291.5481670741703
1570,3.139999999999876,-224293.118353163,-189317.62859727826,289.94930532899076
1580,3.1599999999998736,-224678.665228163,-189294.95213819522,293.33350589237386
1590,3.1799999999998714,-224657.40106800676,-189304.8607785934,293.07508115181975
1600,3.199999999999869,-224418.98678587866,-189285.8697764841,291.25604650617186
1610,3.219999999999867,-224307.92037962866,-189265.46596210054,290.5044471514672
1620,3.2399999999998648,-224357.7812194724,-189164.69287149896,291.7532131815197
1630,3.2599999999998626,-224116.83932494116,-189066.582516987,290.5691295247443
1640,3.2799999999998604,-224077.74655150366,-188920.72550293547,291.4542126963046
1650,3.299999999999858,-223747.4364929099,-188938.59671074827,288.56776515753455
1660,3.319999999999856,-223645.20553587866,-189020.79850443662,287.03880449610267
1670,3.3399999999998538,-223757.2987975974,-188990.90718960392,288.21586676530495
1680,3.3599999999998515,-224318.59957714716,-188958.776867777,293.13545293281067
1690,3.3799999999998493,-223918.61715527216,-188785.7998972705,291.2535615457395
1700,3.399999999999847,-223869.2563154284,-188715.28983996192,291.4288900673694
1710,3.419999999999845,-224124.4845869128,-188751.37815465283,293.2455759432662
1720,3.4399999999998427,-224101.8569013659,-188654.09531136847,293.86447252702516
1730,3.4599999999998405,-223465.8500654284,-188593.15592674713,289.0971223286371
1740,3.4799999999998383,-224059.33688183466,-188557.43712335703,294.3132818060996
1750,3.499999999999836,-224090.3500654284,-188614.27633244544,294.0991822122454
1760,3.519999999999834,-224273.4887373034,-188622.76621635567,295.5470331244236
1770,3.5399999999998317,-223955.0795576159,-188629.3051304127,292.85319024454367
1780,3.5599999999998295,-223667.30103139987,-188473.22148586952,291.7614302799813
1790,3.5799999999998273,-224184.67993764987,-188606.9007628269,294.94232758105966
1800,3.599999999999825,-223978.06860952487,-188582.8414213549,293.4289585879189
1810,3.619999999999823,-224134.48364858737,-188605.39323271275,294.5386942957808
1820,3.6399999999998207,-224419.22485952487,-188641.05089977372,296.60361464485845
1830,3.6599999999998185,-223706.78151098255,-188532.78278629982,291.5949588425306
1840,3.6799999999998163,-224308.96705785755,-188530.46257387742,296.60635471429725
1850,3.699999999999814,-224116.70826879505,-188554.6934593509,294.8116398673937
1860,3.719999999999812,-223961.75343481067,-188537.84055640164,293.666765006521
1870,3.7399999999998097,-224265.13600317005,-188537.9329497231,296.18106219518467
1880,3.7599999999998075,-224137.3132492638,-188573.51872839069,294.82639380210964
1890,3.7799999999998053,-223977.66041723255,-188550.51107698586,293.6935955060538
1900,3.799999999999803,-223753.52540746692,-188538.9242054696,291.9315562761669
1910,3.819999999999801,-223919.1062180138,-188638.0216100301,292.48270845491277
1920,3.8399999999997987,-223826.9079758263,-188568.5129902208,292.294609866654
1930,3.8599999999997965,-224148.3952805138,-188517.84405820922,295.3798116195929
1940,3.8799999999997943,-223830.87135473255,-188345.12962513696,294.1793305939068
1950,3.899999999999792,-224005.71119848255,-188452.97644019697,294.73470758122346
1960,3.91999999999979,-224123.30104223255,-188513.4208377953,295.2084474067424
1970,3.9399999999997877,-223971.3874680138,-188443.46208680043,294.5290360753221
1980,3.9599999999997855,-224162.1071945763,-188378.90938525164,296.6452627162388
1990,3.9799999999997833,-224024.3112961388,-188320.6114373643,295.98621903456393
2000,3.999999999999781,-223825.1403977013,-188317.6659886759,294.35949605685227
2010,4.019999999999779,-223926.05079809192,-188295.04799169826,295.3835552839087
2020,4.039999999999777,-224146.76686254505,-188271.44396500656,297.40898627000195
2030,4.059999999999775,-223861.72284555377,-188273.32779595256,295.0303339403385
2040,4.079999999999773,-224343.58710336627,-188247.25946435786,299.2411313439058
2050,4.0999999999997705,-224097.12323617877,-188247.8096231838,297.1933674455586
2060,4.119999999999768,-224236.32318735064,-188328.68487300654,297.67688338079597
2070,4.139999999999766,-223954.68573617877,-188266.4182570299,295.85828350647694
2080,4.159999999999764,-224361.33173227252,-188228.6593081007,299.54243220585266
2090,4.179999999999762,-224067.75458383502,-188329.4569807063,296.2730368035637
2100,4.1999999999997595,-224257.38349008502,-188269.61593472015,298.3411605055102
2110,4.219999999999757,-224019.82636117877,-188219.06667061307,296.7908519646425
2120,4.239999999999755,-224131.04413461627,-188327.29507797025,296.81563402271837
2130,4.259999999999753,-223841.33905649127,-188330.34887797746,294.3886420367363
2140,4.279999999999751,-224141.87421274127,-188400.6351258217,296.297421914044
2150,4.2999999999997485,-224175.86151742877,-188353.4374869467,296.97045088814593
2160,4.319999999999746,-224223.25897836627,-188266.09294420888,298.0874717114989
2170,4.339999999999744,-223703.51434946002,-188238.0020056622,294.0116275424205
2180,4.359999999999742,-223482.4506287569,-188164.16630573606,292.79109674650596
2190,4.37999999999974,-223726.1840271944,-188136.1989693042,295.0435152224899
2200,4.3999999999997375,-223726.52265024127,-188246.43236553576,294.13247971257766
2210,4.419999999999735,-223925.57294321002,-188110.12123660173,296.91264982580657
2220,4.439999999999733,-224111.6078553194,-188201.6122655553,297.6964253622025
2230,4.459999999999731,-224014.23529672564,-188196.729935713,296.92967476733236
2240,4.479999999999729,-224202.65326547564,-188339.5146954303,297.3079773258187
2250,4.499999999999726,-224172.6351990694,-188457.92381684406,296.0775053495654
2260,4.519999999999724,-224582.36054086627,-188489.48333056422,299.21252704376644
2270,4.539999999999722,-224378.31561899127,-188306.95634424395,299.03414182286593
2280,4.55999999999972,-224034.93817758502,-188286.00992425508,296.36116565215326
2290,4.579999999999718,-224567.99286508502,-188257.86080615193,301.01358523850774
2300,4.599999999999715,-223966.93768930377,-188108.33031995257,297.2704133487952
2310,4.619999999999713,-224483.60224008502,-188124.855180235,301.41660706444407
2320,4.639999999999711,-224068.66181039752,-188115.50152470416,298.0542637709505
2330,4.659999999999709,-224066.60516977252,-188100.00445187383,298.1656859128121
2340,4.679999999999707,-223968.14032602252,-188129.5331240053,297.1046105347266
2350,4.699999999999704,-224192.69557147182,-188159.71561254992,298.7159745565817
2360,4.719999999999702,-224270.66334490932,-188225.52071118413,298.81680399842145
2370,4.7399999999997,-224003.65992694057,-188262.9346136331,296.2931626941456
2380,4.759999999999698,-224218.47975115932,-188261.62734184484,298.08487173917644
2390,4.779999999999696,-224117.54957537807,-188150.2825054219,298.1712100189081
2400,4.799999999999693,-223482.62672381557,-188008.57428753283,294.0824255183953
2410,4.819999999999691,-223908.29078631557,-187987.95106225007,297.7821789735417
2420,4.839999999999689,-223841.46168475307,-187963.1745679254,297.43355985938535
2430,4.859999999999687,-224153.18238787807,-187943.89146317577,300.17760504143604
2440,4.879999999999685,-223792.18287615932,-187999.2067938355,296.7263252970121
2450,4.899999999999682,-224204.94692144066,-187974.0025344669,300.357113788487
2460,4.91999999999968,-224061.22450933128,-187815.14844692498,300.4825564573604
2470,4.939999999999678,-224058.9864722219,-187744.48448920948,301.04981222088844
2480,4.959999999999676,-224010.74162901472,-187705.52762440674,300.97281421728445
2490,4.979999999999674,-224443.22258604597,-187765.41110425582,304.06167388530736
2500,4.999999999999671,-224050.77347098012,-187673.46003856312,301.570523617603
2510,5.019999999999669,-224036.88016043324,-187639.32437909296,301.7383341343249
2520,5.039999999999667,-223879.17923269887,-187611.32087146724,300.6631332686346
2530,5.059999999999665,-224089.6033049645,-187649.2964800927,302.09274333518437
2540,5.079999999999663,-223767.907015902,-187752.71713708853,298.5684935232869
2550,5.09999999999966,-223875.49148855824,-187851.73588578834,298.6395039859894
2560,5.119999999999658,-223523.1228362145,-187887.4477609735,295.4222887259862
2570,5.139999999999656,-224005.47659598012,-187892.00935273524,299.38321988581504
2580,5.159999999999654,-223648.03058764117,-187960.8286088946,295.84945043212593
2590,5.1799999999996515,-223974.04181810992,-188058.89414599328,297.7391364924696
2600,5.199999999999649,-223708.22931810992,-188003.27319571283,295.99663354962087
2610,5.219999999999647,-224027.01447435992,-188007.73816481477,298.60237032559047
2620,5.239999999999645,-223919.96418139117,-188017.99300865154,297.62990237258464
2630,5.259999999999643,-223869.20617453905,-188070.5738516018,296.7732159352301
2640,5.2799999999996405,-224204.5015846953,-188070.2022752784,299.5559192006011
2650,5.299999999999638,-223929.61633078905,-188074.59422036342,297.2406912965195
2660,5.319999999999636,-223766.2193581328,-188011.36392544396,296.4103023919007
2670,5.339999999999634,-223831.68469016405,-187856.68234554806,298.23533599769485
2680,5.359999999999632,-223702.69446448155,-187857.01901682804,297.16320679532066
2690,5.3799999999996295,-223577.79505041905,-187842.99734398775,296.2440224102494
2700,5.399999999999627,-223949.66980627843,-187754.0325436248,300.06441520896067
2710,5.419999999999625,-223636.8521793253,-187809.80856542208,297.00874756428175
2720,5.439999999999623,-224361.14173010655,-187716.58911606867,303.7859554988571
2730,5.459999999999621,-223675.65504659095,-187675.36579241895,298.44496628195554
2740,5.4799999999996185,-224246.13649190345,-187639.58465593692,303.4709263375601
2750,5.499999999999616,-223977.0323570125,-187736.97941426234,300.4326243657042
2760,5.519999999999614,-224037.05432966875,-187699.78288748523,301.23857266185604
2770,5.539999999999612,-223503.60120466875,-187590.7464255049,297.7201282463093
2780,5.55999999999961,-223739.83964814444,-187431.03518341773,301.00257938782244
2790,5.5799999999996075,-223644.00273408194,-187394.0634600639,300.5145827572345
2800,5.599999999999605,-223986.6995114257,-187366.17853114428,303.5867315405296
2810,5.619999999999603,-223957.05156220694,-187390.6403247423,303.1381579122329
2820,5.639999999999601,-223585.78007783194,-187235.24884402042,301.34849728044406
2830,5.659999999999599,-222836.48884337232,-187154.83347671758,295.80346862217334
2840,5.6799999999995965,-223136.8958257942,-187030.74306552485,299.3225823001116
2850,5.699999999999594,-223415.89436095045,-187116.19083999027,300.92713191471023
2860,5.719999999999592,-223433.04963438795,-187331.20355333423,299.28687962216304
2870,5.73999999999959,-223065.7112554817,-187303.30704106885,296.4728823309446
2880,5.759999999999588,-223289.4768804817,-187285.54252209564,298.4751844559423
2890,5.7799999999995855,-223369.71857970045,-187151.69891530205,300.24996691625023
2900,5.799999999999583,-223765.0149664192,-187173.39093710599,303.3471737554111
2910,5.819999999999581,-223364.8958257942,-187304.79582480364,298.9408016401532
2920,5.839999999999579,-223243.58967345045,-187408.09759223717,297.07878596102023
2930,5.859999999999577,-223385.9729742317,-187598.32952101133,296.6821174212994
2940,5.8799999999995745,-223602.74787657545,-187590.56171044093,298.5435925308849
2950,5.899999999999572,-223636.09748595045,-187548.24378921813,299.17088175788143
2960,5.91999999999957,-223374.7835211067,-187443.23101835162,297.87513370883033
2970,5.939999999999568,-223508.5335211067,-187407.3232108215,299.2816090371344
2980,5.959999999999566,-223608.45466368482,-187388.9634173324,300.2621664356361
2990,5.979999999999563,-223472.31818907545,-187488.81808793487,298.3057830055383
3000,5.999999999999561,-223693.89436095045,-187554.32518852525,299.5996067409071
3010,6.019999999999559,-223626.25349180982,-187608.0949072244,298.5931043059325
3020,6.039999999999557,-223478.8665289192,-187671.3399847555,296.8469496637369
3030,6.059999999999555,-223702.13044493482,-187631.48561832978,299.02821899679566
3040,6.079999999999552,-223679.01447813795,-187446.01244844077,300.37417179346244
3050,6.09999999999955,-223128.55134337232,-187420.24667425104,296.02439324085935
3060,6.119999999999548,-223237.62775938795,-187406.67833103403,297.04112704473016
3070,6.139999999999546,-223125.1663336067,-187443.11460319278,295.80675450601467
3080,6.159999999999544,-223339.4622320442,-187253.08395360946,299.1586504349339
3090,6.179999999999541,-223252.0364507942,-187150.948701484,299.2805929979076
3100,6.199999999999539,-223437.9895757942,-187062.6957447175,301.5537809784078
3110,6.219999999999537,-223258.1360601692,-187157.29786012834,299.2785242166613
3120,6.239999999999535,-223757.2102789192,-187288.21168470883,302.330600149955
3130,6.259999999999533,-223680.62312071607,-187312.2671310046,301.4962657785244
3140,6.27999999999953,-223706.60212462232,-187263.46785708854,302.11618303657013
3150,6.299999999999528,-223415.72224180982,-187274.86400127131,299.6102932075324
3160,6.319999999999526,-223431.7317632942,-187157.38196008746,300.71694778572663
3170,6.339999999999524,-223243.3167242317,-187071.8781434964,299.8638064094538
3180,6.359999999999522,-223052.69025938795,-186934.03026219178,299.4262681865374
3190,6.379999999999519,-222900.7307867317,-186735.8846151312,299.80915486740486
3200,6.399999999999517,-223166.81037657545,-186687.79645480792,302.4136279299263
3210,6.419999999999515,-223227.41096251295,-186496.4672211695,304.50214410761345
3220,6.439999999999513,-222792.81818907545,-186520.5056773452,300.70005849404015
3230,6.459999999999511,-223051.01447813795,-186446.9468208889,303.4503323187637
3240,6.479999999999508,-222983.70881407545,-186504.59868012147,302.414425535816
3250,6.499999999999506,-222708.50373595045,-186446.65156977662,300.6133414831062
3260,6.519999999999504,-223085.77741759107,-186451.04588978435,303.70453799333615
3270,6.539999999999502,-222593.22443907545,-186449.86252659676,299.6310488265357
3280,6.5599999999995,-222612.4710211067,-186426.0582280712,299.9879436977261
3290,6.579999999999497,-222749.3343023567,-186461.3934132381,300.8296188575632
3300,6.599999999999495,-223169.32502501295,-186436.15550970542,304.5205959325688
3310,6.619999999999493,-223093.38874571607,-186513.35865762434,303.2510591555398
3320,6.639999999999491,-223068.27424376295,-186491.96549767163,303.2202089648651
3330,6.6599999999994886,-222965.11115782545,-186618.82791260164,301.31328115198806
3340,6.679999999999486,-222834.2141851692,-186798.12363144918,298.7417616093769
3350,6.699999999999484,-222998.6546148567,-186630.39609220094,301.4954577696789
3360,6.719999999999482,-222665.5969976692,-186727.4423385352,297.92986605622843
3370,6.73999999999948,-222933.3401617317,-186714.6260255545,300.2557241368422
3380,6.7599999999994775,-222914.9934820442,-186715.15119721438,300.09927514279985
3390,6.779999999999475,-222696.6468023567,-186651.45131030818,298.81724219769285
3400,6.799999999999473,-222908.11579649732,-186733.72625046852,299.88827012226733
3410,6.819999999999471,-223266.2503179817,-186661.9453899993,303.45229931007066
3420,6.839999999999469,-223077.20393126295,-186594.1760625135,302.44690383677306
3430,6.8599999999994665,-222758.9407476692,-186495.192974261,300.6290562023171
3440,6.879999999999464,-223001.49299376295,-186384.8723934258,303.55439711252745
3450,6.899999999999462,-222416.31916563795,-186324.2869353604,299.20552209908004
3460,6.91999999999946,-223123.9856695442,-186397.47132855142,304.4654240627002
3470,6.939999999999458,-222714.4163336067,-186481.39612675173,300.37432248339724
3480,6.9599999999994555,-222684.42854063795,-186474.51942378422,300.1827298984749
3490,6.979999999999453,-222719.54963438795,-186494.60860736144,300.3073455062273
3500,6.999999999999451,-223013.88654845045,-186604.47715672047,301.8366014101263
3510,7.019999999999449,-222769.87971251295,-186589.6842861966,299.9364012840594
3520,7.039999999999447,-222705.4719976692,-186588.50110549247,299.4122653854206
3530,7.0599999999994445,-223238.13654845045,-186622.6692784779,303.54483592152286
3540,7.079999999999442,-222893.00935118482,-186684.19326503132,300.1736685959901
3550,7.09999999999944,-223365.5161883596,-186746.03624565317,303.5781012647623
3560,7.119999999999438,-222621.27937195334,-186720.68240666302,297.61851009478977
3570,7.139999999999436,-223058.1978289846,-186737.37312879576,301.10222799736175
3580,7.1599999999994335,-222849.7855617319,-186692.1839168301,299.74909722422694
3590,7.179999999999431,-222863.7347804819,-186761.6875935222,299.2885468044712
3600,7.199999999999429,-222606.10935734678,-186565.20618420024,298.781658567769
3610,7.219999999999427,-222790.83274601866,-186534.12640480557,300.5706822270635
3620,7.239999999999425,-222604.0832342999,-186627.32679755474,298.24987754658775
3630,7.2599999999994225,-222809.5737982404,-186706.20105064963,299.29953579667193
3640,7.27999999999942,-223039.86359316227,-186662.67446315126,301.5694931417894
3650,7.299999999999418,-222906.78689575905,-186769.00505487865,299.5847896348874
3660,7.319999999999416,-223117.7698059153,-186749.43780154886,301.4960669383029
3670,7.339999999999414,-223164.7649231028,-186802.64389655885,301.44457748904534
3680,7.3599999999994115,-222880.5549621653,-186747.13369698753,299.54864015121655
3690,7.379999999999409,-223041.7200012278,-186577.96816027167,302.2871041911588
3700,7.399999999999407,-222942.22634888405,-186702.30745766172,300.43151306897494
3710,7.419999999999405,-222651.2776184153,-186646.13925372378,298.48516575411196
3720,7.439999999999403,-222616.40017700905,-186697.22886126547,297.7724927851954
3730,7.4599999999994,-222826.8381652903,-186541.75694406673,300.8059120066966
