#"Step","Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
6970,13.940000000001325,-222775.83960180776,-186537.12899681833,300.42149628990154
6980,13.960000000001331,-222871.465090089,-186608.60794829566,300.6216728026899
6990,13.980000000001338,-222966.3391135265,-186545.0212409218,301.93532356616333
7000,14.000000000001345,-222785.98418185022,-186632.05537814647,299.718649108664
7010,14.020000000001351,-222890.33818575647,-186655.09018786135,300.39279103005725
7020,14.040000000001358,-222778.94072481897,-186813.24957552005,298.1581455242287
7030,14.060000000001365,-222785.06328341272,-186762.04929732007,298.6333559308258
7040,14.080000000001371,-223147.34746310022,-186779.77287717,301.4897878854301
7050,14.100000000001378,-222834.56572481897,-186697.95454186038,299.5750847971974
7060,14.120000000001385,-222803.42265841272,-186743.2932532413,298.9410454029102
7070,14.140000000001391,-223166.85088106897,-186759.40744771727,301.82030347491326
7080,14.160000000001398,-223084.39241284272,-186799.48642163817,300.80445933733745
7090,14.180000000001405,-223025.57112378022,-186815.3382569058,300.18541380924387
7100,14.200000000001411,-223246.67756909272,-186856.17080468847,301.67989728102776
7110,14.220000000001418,-223302.62044018647,-186994.23030887172,300.99914453427755
7120,14.240000000001425,-223399.53987378022,-187029.77188310708,301.5079713672328
7130,14.260000000001432,-223414.57551831147,-186939.2681801631,302.38290008728495
7140,14.280000000001438,-223570.04670971772,-186972.70732265635,303.3945544788935
7150,14.300000000001445,-223041.63460034272,-187089.47258857684,298.0459880088719
7160,14.320000000001452,-223249.55354565522,-187149.5983534283,299.2712040188874
7170,14.340000000001458,-223575.93049878022,-187205.13570321572,301.51648365303737
7180,14.360000000001465,-223378.20930737397,-187218.5855563362,299.76586062835696
7190,14.380000000001472,-223211.75398510834,-187284.53051324026,297.8392457339316
7200,14.400000000001478,-223032.42024487397,-187153.09742737893,297.4421458918076
7210,14.420000000001485,-223316.35335034272,-187106.64004128426,300.1811066378827
7220,14.440000000001492,-223044.65706128022,-186924.15465707332,299.441541872099
7230,14.460000000001498,-223373.21711987397,-186941.05181749386,302.0252495328884
7240,14.480000000001505,-223580.66145581147,-186814.40765969362,304.7948669808148
7250,14.500000000001512,-223120.24690503022,-186844.04309241835,300.7323176559655
7260,14.520000000001518,-223024.16829174897,-187064.79851692298,298.10574087886295
7270,14.540000000001525,-222988.00325268647,-187080.52836697153,297.6755285458007
7280,14.560000000001532,-223160.78694409272,-187120.8019119664,298.77404711320844
7290,14.580000000001538,-223393.85774487397,-187198.11291512055,300.0653069478921
7300,14.600000000001545,-223038.53547924897,-187203.3168632671,297.076518914742
7310,14.620000000001552,-223439.88020581147,-187150.8376315874,300.838751905685
7320,14.640000000001558,-223030.39436596772,-187278.59918924887,296.38493265158195
7330,14.660000000001565,-223308.68122374488,-187227.69790123205,299.11392586544946
7340,14.680000000001572,-223385.53254210425,-187406.78771045827,298.2663614821733
7350,14.700000000001578,-223414.07075289858,-187436.55616612476,298.25616266441386
7360,14.720000000001585,-223587.37153414858,-187482.6711096696,299.31054233279565
7370,14.740000000001592,-223770.10053805483,-187475.30866575206,300.88641399692904
7380,14.760000000001599,-223642.67622164858,-187428.70240938978,300.21642651337015
7390,14.780000000001605,-223455.08100680483,-187274.38584549143,299.9405441228375
7400,14.800000000001612,-223431.79536227358,-187057.887645997,301.54228998782537
7410,14.820000000001619,-223559.66987399233,-187004.79541826432,303.0425171685689
7420,14.840000000001625,-223286.73432711733,-187051.76935424132,300.390444732457
7430,14.860000000001632,-223033.16889742983,-186986.3340174429,298.83083284066106
7440,14.880000000001639,-223330.62544039858,-186935.06078937848,301.7218275219176
7450,14.900000000001645,-223315.36713961733,-187054.5146716099,300.6050539139852
7460,14.920000000001652,-223084.75044039858,-187154.74540634628,297.8623050828835
7470,14.940000000001659,-222951.05854586733,-187136.53444057715,296.90495994470166
7480,14.960000000001665,-223335.90802215505,-187093.21669980546,300.45449672081304
7490,14.980000000001672,-222537.5628073113,-186956.05351887876,294.9732504890001
7500,15.000000000001679,-222783.1907369988,-187116.88839619607,295.67619094253087
7510,15.020000000001685,-223418.20880340505,-187120.76139101014,300.9084286137469
7520,15.040000000001692,-223602.48028778005,-187105.2288857447,302.5648179424613
7530,15.060000000001699,-223018.0286276238,-187245.40439337632,296.55760702449965
7540,15.080000000001705,-223385.21368621755,-187140.0853557114,300.4746996922942
7550,15.100000000001712,-223282.40313934255,-187169.9184125946,299.3750747539601
7560,15.120000000001719,-223196.1565573113,-187221.82692812453,298.22975913879316
7570,15.140000000001725,-223057.22345184255,-187216.37039289658,297.1232288488919
7580,15.160000000001732,-223673.61367584032,-187176.8552368458,302.5607312436834
7590,15.180000000001739,-223337.84048248094,-187230.5551823337,299.33197113649805
7600,15.200000000001745,-223492.5787718147,-187129.93542905827,301.44890752771033
7610,15.220000000001752,-223452.51187728345,-187151.56266937917,300.93745874834775
7620,15.240000000001759,-223301.91226790845,-187206.37372183567,299.23458970717326
7630,15.260000000001765,-223642.6676390022,-187184.77496363223,302.23853129043977
7640,15.280000000001772,-223223.73453353345,-187266.67846079776,298.0865601234682
7650,15.300000000001779,-223716.3502561897,-187263.48934127868,302.1968176372547
7660,15.320000000001786,-223427.04801009595,-187159.805675579,300.65802636322087
7670,15.340000000001792,-223338.87100814283,-186951.520355682,301.6537328878507
7680,15.360000000001799,-223233.63501221314,-186988.9396839306,300.4711100729689
7690,15.380000000001806,-223306.38891846314,-186960.65867524163,301.3086967259362
7700,15.400000000001812,-222968.35278565064,-186971.71587077703,298.4146881286035
7710,15.420000000001819,-223344.42993408814,-186964.86164343404,301.5892165532568
7720,15.440000000001826,-223311.50317627564,-186981.87232669338,301.17523160408956
7730,15.460000000001832,-223195.85547119752,-186914.6083515967,300.7741270307079
7740,15.480000000001839,-222869.4284692444,-186941.86202342878,297.84208901242533
7750,15.500000000001846,-223114.90649658814,-186911.4436982742,300.1292894578811
7760,15.520000000001852,-223061.16333252564,-187060.71569777408,298.4462792682594
7770,15.540000000001859,-222895.15918213502,-187022.00446840306,297.3910118715614
7780,15.560000000001866,-223146.43579346314,-187069.94828794478,299.0766552218208
7790,15.580000000001872,-223265.93384033814,-187043.9609889884,300.2827391181087
7800,15.600000000001879,-223333.4685083069,-187029.48937992303,300.96257700528673
7810,15.620000000001886,-222786.6462426819,-186953.1056151135,297.0626082710817
7820,15.640000000001892,-223361.10278565064,-187065.2203535759,300.8954548152425
7830,15.660000000001899,-223342.3356958069,-187080.81276248163,300.61061211930314
7840,15.680000000001906,-222791.13501221314,-187005.4989415853,296.6654760763948
7850,15.700000000001912,-222889.00415283814,-187087.1133904307,296.80022863090454
7860,15.720000000001919,-222837.49341065064,-187104.52290031652,296.22887482424636
7870,15.740000000001926,-223109.97583252564,-186930.44586345716,299.93088459599886
7880,15.760000000001932,-222955.1257348694,-186935.31870083557,298.6067700694649
7890,15.78000000000194,-222912.49341065064,-186878.6854131089,298.7228390558148
7900,15.800000000001946,-222794.43677002564,-186856.74055274646,297.92606554054555
7910,15.820000000001953,-223361.6032739319,-186898.05419329705,302.2854232936298
7920,15.84000000000196,-223764.5231958069,-187008.86006695923,304.7070695935761
7930,15.860000000001966,-223174.29126221314,-186988.24690416415,299.98488934540273
7940,15.880000000001973,-223110.90356690064,-187018.08732494246,299.2120216118461
7950,15.90000000000198,-223058.32055908814,-186970.01118562405,299.1746593504971
7960,15.920000000001986,-222906.65942627564,-186960.68144613906,297.9947219454783
7970,15.940000000001993,-223139.87915283814,-187076.84389827563,298.96513510167415
7980,15.960000000002,-223370.2185083069,-186938.6721166086,302.02011871918137
7990,15.980000000002006,-223337.43750244752,-186890.0706476143,302.1512714872474
8000,16.00000000000201,-223300.92798096314,-186989.02291539195,301.02828359002905
8010,16.020000000002,-223159.5231958069,-187000.779644705,299.75856370809254
8020,16.04000000000199,-223034.9069848694,-186857.429589172,299.913868616316
8030,16.060000000001978,-223118.52466065064,-186971.90687375556,299.65804025773105
8040,16.080000000001966,-223020.47192627564,-186815.69934053248,300.1401476891134
8050,16.100000000001955,-223358.4567895569,-186844.2002821368,302.7057914792942
8060,16.120000000001944,-222920.3513208069,-186898.211745681,298.62610700152834
8070,16.140000000001933,-223328.4626489319,-186865.13085201813,302.28362199608034
8080,16.160000000001922,-223156.08618408814,-186793.50391225936,301.4484012453631
8090,16.18000000000191,-223437.00122315064,-186882.60469200544,303.03855513968085
8100,16.2000000000019,-223258.40991947684,-186811.26707746473,302.14941440497876
8110,16.22000000000189,-223286.8139722112,-186882.81606646813,301.7917398052238
8120,16.240000000001878,-222790.05493900809,-186818.39420399186,298.2076338157127
8130,16.260000000001867,-223050.8447843989,-186751.75179621216,300.9220705544613
8140,16.280000000001856,-223452.4609953364,-186761.6889529302,304.16911785745833
8150,16.300000000001845,-223022.0037199458,-186789.4302303868,300.37061916514364
8160,16.320000000001833,-223245.8848234614,-186782.8963454411,302.2807758579602
8170,16.340000000001822,-222982.4815031489,-186752.36148787016,300.3502796883224
8180,16.36000000000181,-223027.81013466697,-186766.34900851222,300.6100997334501
8190,16.3800000000018,-223239.87702919822,-186837.8071960276,301.7757559460439
8200,16.40000000000179,-222947.5769803701,-186917.36143612338,298.6930573617031
8210,16.420000000001778,-223545.65290810447,-186908.67127792072,303.72319150257056
8220,16.440000000001767,-222897.99324013572,-186815.7322595038,299.12451774240856
8230,16.460000000001756,-222933.57917763572,-186975.6977730319,298.0934021835366
8240,16.480000000001745,-223480.83357216697,-186902.09162417927,303.24038038217765
8250,16.500000000001734,-223306.74421669822,-186963.80928997975,301.2855233527001
8260,16.520000000001723,-223146.80964638572,-187072.953643454,299.0548398776384
8270,16.54000000000171,-223424.04402138572,-187176.52116008743,300.4945505233938
8280,16.5600000000017,-223570.35261513572,-187365.98452723055,300.13679437317836
8290,16.58000000000169,-223406.22126747947,-187453.99503994617,298.04652036216527
8300,16.60000000000168,-223565.38923622947,-187436.3861146774,299.51201342535614
8310,16.620000000001667,-223908.88972451072,-187408.10096356052,302.5941429002308
8320,16.640000000001656,-223497.23396279197,-187422.07659545226,299.06562828142376
8330,16.660000000001645,-223322.63142372947,-187512.88623458357,296.8653423889239
8340,16.680000000001634,-223404.45222451072,-187698.56533547625,296.00434967144827
8350,16.700000000001623,-223327.9744413076,-187770.7315804325,294.77208007331166
8360,16.720000000001612,-223570.74909951072,-187612.7790125697,298.0941373664389
8370,16.7400000000016,-223336.90583779197,-187419.634005507,297.7567459318089
8380,16.76000000000159,-224040.42097451072,-187439.28356351447,303.4260403682758
8390,16.78000000000158,-223649.27790810447,-187434.14766777403,300.22601338458696
8400,16.800000000001567,-223633.44441201072,-187497.34670813137,299.5708280189975
8410,16.820000000001556,-223278.40827919822,-187484.20938016678,296.73646253475766
8420,16.840000000001545,-222990.92781044822,-187382.89178427192,295.1931590373901
8430,16.860000000001534,-223089.50349404197,-187279.7823164235,296.86514333164854
8440,16.880000000001523,-223209.70857216697,-187293.77726028662,297.74563292201793
8450,16.900000000001512,-223242.02351357322,-187381.90410515782,297.28294826051064
8460,16.9200000000015,-223320.63728310447,-187424.8994317485,297.5782276936109
8470,16.94000000000149,-223275.37068154197,-187587.53279862483,295.85472212306723
8480,16.96000000000148,-223155.89396712685,-187548.58450628805,295.18713575890695
8490,16.980000000001468,-223304.0448460331,-187583.71929109457,296.12404724188906
8500,17.000000000001457,-223538.0878147831,-187516.07093339122,298.6250898617201
8510,17.020000000001446,-223535.7284397831,-187659.72741167404,297.4146080208118
8520,17.040000000001434,-223275.7528538456,-187589.69861803332,295.83993556131736
8530,17.060000000001423,-223553.5077366581,-187686.01258970588,297.3440936591875
8540,17.080000000001412,-223197.02677962685,-187631.90862234996,294.83736684232895
8550,17.1000000000014,-223089.89027979283,-187404.6300622748,295.83335309301043
8560,17.12000000000139,-223361.21767237096,-187315.46937454632,298.8218249970157
8570,17.14000000000138,-223098.97743799596,-187243.77140070486,297.24221606335607
8580,17.160000000001368,-223106.8324184647,-187165.858692543,297.95323632101906
8590,17.180000000001357,-223279.57509424596,-187112.16131616093,299.83044050834195
8600,17.200000000001346,-223268.33388330846,-187168.5206161515,299.270027449932
8610,17.220000000001335,-223412.3363247147,-187148.540645016,300.6294533488832
8620,17.240000000001324,-223175.6576137772,-187083.32403999625,299.208020258222
8630,17.260000000001313,-223202.28838167526,-187047.95866348757,299.72197271833824
8640,17.2800000000013,-223208.799612144,-186917.92570051178,300.8539338234516
8650,17.30000000000129,-223608.610159019,-186790.81241097976,305.2221700195379
8660,17.32000000000128,-222737.8962918315,-186699.12886258774,298.763953098445
8670,17.340000000001268,-222714.3455105815,-186755.41097822133,298.1021326877699
8680,17.360000000001257,-223450.379690269,-186911.7720957331,302.9076637287614
8690,17.380000000001246,-223234.05791292526,-186795.2139975126,302.0806157114
8700,17.400000000001235,-223053.66557894088,-186714.1673721741,301.25703269911514
8710,17.420000000001224,-222852.67803011276,-186642.9070548097,300.1815846951644
8720,17.440000000001213,-223236.40361605026,-186576.29010121909,303.91495647659326
8730,17.4600000000012,-222814.0310574565,-186549.11857345153,300.6387117362583
8740,17.48000000000119,-223267.8259793315,-186571.0105343744,304.2192180957593
8750,17.50000000000118,-223408.11162386276,-186854.66504081432,303.0306800021866
8760,17.52000000000117,-223198.3709012065,-186855.72750529042,301.2831065415498
8770,17.540000000001157,-223072.793752769,-186853.69063045923,300.2589488596326
8780,17.560000000001146,-223982.68779573776,-186971.05317260264,306.82909154296664
8790,17.580000000001135,-223711.48955355026,-187120.91316442878,303.33848874347996
8800,17.600000000001124,-223792.52678025817,-187182.0272753716,303.5036527945453
8810,17.620000000001113,-223367.91740525817,-187224.0711415063,299.63506413314525
8820,17.640000000001102,-223617.63176072692,-187143.45038850035,302.3735657494637
8830,17.66000000000109,-223086.195513024,-187151.1993928738,297.90368154271357
8840,17.68000000000108,-223349.42744661774,-187065.02251650277,300.8003055051577
8850,17.70000000000107,-223080.47358919587,-187275.59249332012,296.82501870869584
8860,17.720000000001058,-223386.96260286774,-187219.48052074504,299.8310067536873
8870,17.740000000001046,-223539.01167513337,-187150.88902115705,301.66013283549097
8880,17.760000000001035,-223494.9347708365,-186992.01834541606,302.61178139048275
8890,17.780000000001024,-223844.9250052115,-187014.56817189977,305.3262857324483
8900,17.800000000001013,-223329.7746145865,-187066.3539265613,300.6263446411568
8910,17.820000000001002,-223480.427934899,-187160.4548488485,301.09516805539846
8920,17.84000000000099,-223835.33760286774,-187318.21590377763,302.7295441226497
8930,17.86000000000098,-223880.843950524,-187348.97542359214,302.85179637753913
8940,17.88000000000097,-224099.590044274,-187440.78884495632,303.904077287362
8950,17.900000000000958,-223681.58272005524,-187450.00470907195,300.3623665767308
8960,17.920000000000947,-223606.07686068024,-187532.42813951315,299.05312149702155
8970,17.940000000000936,-223645.86494661774,-187556.13086979953,299.1864702429453
8980,17.960000000000925,-223475.1669264834,-187648.3854238533,297.00657464312775
8990,17.980000000000913,-224047.0311842959,-187767.66754597356,300.7585128365364
9000,18.000000000000902,-224015.88188998157,-187805.5827745843,300.18596301422457
9010,18.02000000000089,-224194.14263216907,-187750.75131475402,302.1183139984245
9020,18.04000000000088,-223849.99175326282,-187590.2009228156,300.59625286287087
9030,18.06000000000087,-223493.84282748157,-187358.52093923802,299.5643964520277
9040,18.080000000000858,-223625.75981966907,-187393.91226173774,300.3646011401602
9050,18.100000000000847,-223596.85991732532,-187456.89334225364,299.60290123719835
9060,18.120000000000836,-223497.54155795032,-187429.42641608568,299.00724772982267
9070,18.140000000000825,-223537.48540560657,-187411.33732832765,299.48834490464475
9080,18.160000000000814,-223580.63286654407,-187335.48735179089,300.47484215092805
9090,18.180000000000803,-223435.72661654407,-187216.54997813888,300.2595583133084
9100,18.20000000000079,-223738.93170933542,-187239.97529042442,302.57895265400117
9110,18.22000000000078,-223621.49127964792,-187242.01966139278,301.58841513217243
9120,18.24000000000077,-223576.38874058542,-187138.21547152393,302.0750560053028
9130,18.26000000000076,-222801.55133412022,-187112.5395247353,295.86445405723646
9140,18.280000000000747,-223332.50201771397,-187109.96826010535,300.28738907101143
9150,18.300000000000736,-223164.02003484406,-187217.06075279182,298.00285700836804
9160,18.320000000000725,-223005.6748200003,-187245.87369648283,296.4513025217099
9170,18.340000000000714,-223563.03273015656,-187234.82741771406,301.16341379949904
9180,18.360000000000703,-223359.71480967186,-187110.96975105128,300.5046826263907
9190,18.380000000000692,-223343.18453623436,-187004.1736417621,301.2529928454271
9200,18.40000000000068,-223120.63831414934,-186837.77125389996,300.7875564542559
9210,18.42000000000067,-223337.24768914934,-186790.51562550885,302.97501615726145
9220,18.44000000000066,-223478.57972039934,-186716.26161211298,304.76223984790835
9230,18.460000000000647,-222902.96350946184,-186826.1868784587,299.0790520927165
9240,18.480000000000636,-222945.45960321184,-186903.0905240057,298.7938110335851
9250,18.500000000000625,-222799.84107004106,-186949.41387854062,297.20259909081483
9260,18.520000000000614,-222847.38428293169,-187088.2170681113,296.44604737338625
9270,18.540000000000603,-222606.33643136919,-186855.92766850512,296.373439181815
9280,18.560000000000592,-222725.3183954244,-186804.95438389666,297.7823803183364
9290,18.58000000000058,-222868.55130558065,-186834.51644859847,298.7247197367609
9300,18.60000000000057,-222660.43982817407,-186921.09093212686,296.28175209686043
9310,18.62000000000056,-222815.93494536157,-186955.8330306405,297.28280323653667
9320,18.640000000000548,-223115.84851958032,-186840.75083566306,300.72314777017283
9330,18.660000000000537,-223356.77234770532,-186861.867344926,302.54536612522986
9340,18.680000000000526,-223277.70008208032,-186840.8205191599,302.0643310890967
9350,18.700000000000514,-223099.45154692407,-186815.75911291328,300.79439886162254
9360,18.720000000000503,-222918.99012114282,-186839.23422534537,299.10375041041084
9370,18.740000000000492,-222857.87342192407,-186901.36683184572,298.08200487303714
9380,18.76000000000048,-223195.98475004907,-186984.58429204038,300.19509322304623
9390,18.78000000000047,-223103.66980864282,-186975.27155600616,299.5069990188944
9400,18.80000000000046,-223187.91443754907,-186890.7250487724,300.9062895795434
9410,18.820000000000448,-223243.1422207522,-187078.537704063,299.8071515309497
9420,18.840000000000437,-223109.54309965845,-186982.46736311307,299.49603526614555
9430,18.860000000000426,-223085.93201567407,-187052.06751659434,298.7233074575958
9440,18.880000000000415,-222897.92713286157,-186949.97320289363,298.01110271055035
9450,18.900000000000404,-223153.99549223657,-187005.01613473764,299.6776178465183
9460,18.920000000000393,-223198.95057036157,-186997.1878486008,300.115195701967
9470,18.94000000000038,-223153.18689848657,-187004.15964565787,299.67801490221905
9480,18.96000000000037,-223082.41248442407,-187210.4185774849,297.3813887004338
9490,18.98000000000036,-223312.98719145532,-187247.29642739275,298.98714946488144
9500,19.000000000000348,-223190.68592192407,-187165.78257471393,298.64901886928243
9510,19.020000000000337,-223477.42664458032,-187180.83824529743,300.90130733376367
9520,19.040000000000326,-223621.33484770532,-187153.16294865904,302.3237467880659
9530,19.060000000000315,-223258.82264067407,-187226.225570707,298.7128003798298
9540,19.080000000000304,-223227.97644926782,-187220.81722181058,298.501918850614
9550,19.100000000000293,-223218.52576567407,-187190.4702554961,298.6751505251701
9560,19.12000000000028,-223280.37195708032,-187039.65263940702,300.43814866135824
9570,19.14000000000027,-223042.23426176782,-187045.4528277124,298.415886202931
9580,19.16000000000026,-223227.80957430566,-186969.98657366715,300.57993941336605
9590,19.18000000000025,-223191.93848055566,-186983.10451438627,300.1738168225975
9600,19.200000000000237,-223167.3686563369,-187020.449033053,299.6605425029283
9610,19.220000000000226,-223124.28906649316,-187040.54885585918,299.13678066465826
9620,19.240000000000215,-223049.73828524316,-187017.9347702281,298.70622175266305
9630,19.260000000000204,-223061.61432882282,-186957.6902257318,299.30410657310426
9640,19.280000000000193,-223233.18659444782,-186896.40658417996,301.234498656215
9650,19.300000000000182,-222760.39025345398,-186903.99249002332,297.2520955580743
9660,19.32000000000017,-223233.93615189148,-186847.84356096864,301.643303467947
9670,19.34000000000016,-223279.87316361023,-186804.6349803214,302.3823267885659
9680,19.36000000000015,-223058.67345657898,-186839.02043277211,300.26350758227505
9690,19.380000000000138,-223350.41857376648,-186859.748424661,302.51025888614697
9700,19.400000000000126,-222758.41703052062,-186903.73561057786,297.23786694811065
9710,19.420000000000115,-223566.89945239562,-186829.48324850167,304.55580128392126
9720,19.440000000000104,-223189.61331958312,-186802.0181175914,301.6557602209088
9730,19.460000000000093,-222697.9115428162,-186791.98340445012,297.6627058999293
9740,19.480000000000082,-222861.35343734745,-186802.06974257156,298.934034403396
9750,19.50000000000007,-222976.83976547245,-186618.27758402168,301.4150744093245
9760,19.52000000000006,-222793.21183578495,-186608.43019991845,299.9744212884236
9770,19.54000000000005,-223172.43449203495,-186675.0415667373,302.5659911804025
9780,19.560000000000038,-223214.38198633306,-186582.75955425506,303.67876336793313
9790,19.580000000000027,-222895.8912636768,-186467.74025193637,301.99197077709437
9800,19.600000000000016,-222854.87812790985,-186522.33338612725,301.1993879783158
9810,19.620000000000005,-222697.37837205047,-186461.24349693174,300.4001433055134
9820,19.639999999999993,-222435.20625290985,-186236.40881879313,300.09061325584554
9830,19.659999999999982,-222715.28706345672,-186221.62289369514,302.5350795309882
9840,19.67999999999997,-223303.65449509735,-186210.78457936988,307.5025379141182
9850,19.69999999999996,-222882.49340160075,-186355.9063962457,302.8080121868684
9860,19.71999999999995,-223149.76879222575,-186435.81700650475,304.36127958324806
9870,19.739999999999938,-223353.87035472575,-186421.119470136,306.1751397226311
9880,19.759999999999927,-223535.87621410075,-186516.53550256905,306.8929755655489
9890,19.779999999999916,-223156.359124257,-186450.06055162242,304.29783390075926
9900,19.799999999999905,-222529.933343007,-186472.21710721706,298.92104005657535
9910,19.819999999999894,-223073.85375316325,-186196.54037121322,305.7155588706759
9920,19.839999999999883,-223114.245843007,-186221.00938858697,305.8475622774503
9930,19.85999999999987,-223024.58617503825,-186125.7250330106,305.89419133899906
9940,19.87999999999986,-222854.69164378825,-186118.4077998238,304.54641393931996
9950,19.89999999999985,-222704.5847101945,-186260.21130048012,302.1264556136513
9960,19.91999999999984,-222831.624749257,-186244.51309546386,303.3097658404238
9970,19.939999999999827,-222566.69066722575,-186248.65513921564,301.07910556101257
9980,19.959999999999816,-222439.68451885798,-186354.46778335146,299.14902116119106
9990,19.979999999999805,-223020.80414776423,-186472.16954435245,302.9907883476981
10000,19.999999999999794,-223084.98041729548,-186349.83834767528,304.5369485485486
10010,20.019999999999783,-222587.06293682673,-186350.82458312227,300.4010011503714
10020,20.03999999999977,-222746.29364971735,-186406.68494834087,301.25794870731244
10030,20.05999999999976,-223050.5057328326,-186474.30458977178,303.2193169280654
10040,20.07999999999975,-222370.00890666072,-186481.10495683458,297.5215741623782
10050,20.09999999999974,-223155.31755041576,-186458.41450573644,304.219944303706
10060,20.119999999999727,-223081.4381558845,-186578.29953670187,302.61362339262325
10070,20.139999999999716,-223097.761398072,-186780.2952958095,301.0743849809404
10080,20.159999999999705,-222579.55680822826,-186708.95271569642,297.36986703984365
10090,20.179999999999694,-223381.3912808845,-186754.00631508825,303.6436344701444
10100,20.199999999999683,-223054.284835572,-186731.82278746914,301.1158017283824
10110,20.219999999999672,-223345.1119840095,-186843.77862456522,302.5986576605999
10120,20.23999999999966,-223348.323898072,-186968.17375054886,301.5940401882125
10130,20.25999999999965,-223351.253585572,-186834.55852971633,302.7260072197982
10140,20.27999999999964,-222942.67887854076,-186797.33957901062,299.6474415062647
10150,20.299999999999628,-223432.2251886757,-186736.66755089967,304.20879078449235
10160,20.319999999999617,-223672.14266914444,-186866.22473733977,305.1236854954128
10170,20.339999999999606,-223574.37606758194,-186821.28967460385,304.6857082693855
10180,20.359999999999594,-223484.90341133194,-186939.78610810015,302.96162967827166
10190,20.379999999999583,-223512.6228937538,-186846.98127130023,303.9607848831742
10200,20.399999999999572,-223405.53036445694,-186837.44075678254,303.1520717210116
10210,20.41999999999956,-223430.28915351944,-186889.16526716668,302.9285239674424
10220,20.43999999999955,-223780.31356758194,-186899.27693157957,305.7464249123975
10230,20.45999999999954,-223605.36923164444,-186957.1659361868,303.81621990827716
10240,20.479999999999528,-223189.4234308632,-187010.59956282156,299.92503096811095
10250,20.499999999999517,-223799.2613214882,-187110.99157182756,304.14837367207673
10260,20.519999999999506,-223521.5298761757,-187165.7510861993,301.3919998954266
10270,20.539999999999495,-223258.4126886757,-187259.77082298827,298.43130931388885
10280,20.559999999999484,-223549.09659876232,-187286.68422543677,300.61798564036076
10290,20.579999999999472,-223847.88761438732,-187320.11979558016,302.817801214629
10300,20.59999999999946,-223681.69705748057,-187478.69568426433,300.1254642109018
10310,20.61999999999945,-223856.75174498057,-187555.0639041341,300.94358206813484
10320,20.63999999999944,-223367.63309263682,-187422.09755606783,297.9910540567378
10330,20.659999999999428,-223720.09744810557,-187352.5749550868,301.48935603147777
10340,20.679999999999417,-223660.08914732432,-187311.74306018272,301.33038225865573
10350,20.699999999999406,-223482.67557310557,-187302.46402870945,299.9365349040906
10360,20.719999999999395,-223327.51834654307,-187320.20704683973,298.5031795403834
10370,20.739999999999384,-223470.72586607432,-187338.9539615115,299.53496683404853
10380,20.759999999999373,-223364.81229185557,-187388.90608319,298.2428290951502
10390,20.77999999999936,-223417.87039732432,-187485.39724524127,297.88276595744105
10400,20.79999999999935,-223284.73611998057,-187427.74906935298,297.2569807909782
10410,20.81999999999934,-223214.63651060557,-187336.66244293447,297.4309646595436
10420,20.83999999999933,-223269.42996763682,-187347.6813025094,297.7938591954631
10430,20.859999999999317,-223487.44998716807,-187340.7680122474,299.6585723810426
10440,20.879999999999306,-223333.91141294932,-187364.99201461265,298.18490793906426
10450,20.899999999999295,-223840.86160826182,-187237.4705509904,303.4447232566786
10460,20.919999999999284,-223567.38992857432,-187326.28690839058,300.44132958254414
10470,20.939999999999273,-223683.72977232432,-187228.4068691606,302.21722769551496
10480,20.959999999999262,-223790.9404656837,-187373.32457753934,301.90463385087673
10490,20.97999999999925,-223980.10281919932,-187452.8045404005,302.81390869446153
10500,20.99999999999924,-223480.93240904307,-187588.8023566889,297.5483187824952
10510,21.01999999999923,-223755.33817076182,-187577.05392129102,299.92055749166093
10520,21.039999999999218,-224206.0723016212,-187490.61041686323,304.37379841199936
10530,21.059999999999206,-223739.3633172462,-187535.2874973932,300.13437145017457
10540,21.079999999999195,-223547.3340203712,-187464.69040566648,299.1276898061703
10550,21.099999999999184,-224168.5988677414,-187265.76429518155,305.9271313615871
10560,21.119999999999173,-223278.26439508516,-187299.40996838931,298.26727003295554
10570,21.139999999999162,-223231.9846099289,-187172.73550603638,298.9337476425051
10580,21.15999999999915,-223433.87481145468,-187081.56893471407,301.36320919693435
10590,21.17999999999914,-223454.37432317343,-187138.57086192037,301.06060156835457
10600,21.19999999999913,-223470.80596379843,-187063.653696939,301.81788968391965
10610,21.219999999999118,-223892.20781926718,-186958.19633643937,306.1855901719594
10620,21.239999999999107,-223130.14043645468,-187024.6718154538,299.31691073676745
10630,21.259999999999096,-223645.62725286093,-187003.4856836542,303.7659677651959
10640,21.279999999999085,-223420.92168645468,-187024.48586114286,301.7290496189479
10650,21.299999999999073,-223574.54033879843,-187080.82329732063,302.5355178412876
10660,21.319999999999062,-223422.18291692343,-187224.05313094694,300.0850784051311
10670,21.33999999999905,-223488.28008489218,-187151.03475377185,301.2383561992793
10680,21.35999999999904,-223407.07012395468,-187273.73714123224,299.5479082833634
10690,21.37999999999903,-223873.67949895468,-187278.8848539791,303.373458385453
10700,21.399999999999018,-223777.7206043211,-187210.78071718698,303.1425404557084
10710,21.419999999999007,-223912.32949103985,-187277.87154614332,303.70226997149246
10720,21.439999999998996,-223477.3983386961,-187353.0759597401,299.47320973529725
10730,21.459999999998985,-223726.6815418211,-187346.6798358446,301.59280959720047
10740,21.479999999998974,-223599.8963855711,-187331.61355086218,300.6666521840446
