SMILES,pka_value,FractionCSP3,EState_VSA10,MinAbsPartialCharge,HallKierAlpha,MaxEStateIndex,SMR_VSA10,VSA_EState2,VSA_EState8,fr_nitro,fr_nitro_arom,SMR_VSA6,PEOE_VSA2,SMR_VSA5,BCUT2D_LOGPLOW,PEOE_VSA13,NumHeteroatoms,SMR_VSA7,SMR_VSA1,SlogP_VSA10,BCUT2D_CHGLO,BertzCT,BCUT2D_MRHI,SPS,fr_ketone,fr_ketone_Topliss,SlogP_VSA5,fr_benzene,VSA_EState7,TPSA,NumAromaticRings,EState_VSA6,EState_VSA1,NOCount,fr_C_O,fr_nitro_arom_nonortho,MinEStateIndex,VSA_EState3,EState_VSA8
Cc1cccnc1C,6.57,0.2857142857142857,0.0,0.0401264586350494,-0.85,4.078703703703704,0.0,4.078703703703704,4.06712962962963,0,0,0.0,4.9839785209472085,13.847474399381248,-1.8110528799916448,0.0,1,29.586957195081755,0.0,0.0,-1.9197493898475129,160.49662946459569,5.146650217805076,9.25,0,0,11.257379486545457,0,1.8078703703703705,12.89,1,0.0,0.0,1,0,0,1.1180555555555558,0.0,17.97408278909944
Cc1ccn(C)n1,3.11,0.4,0.0,0.0593083811565051,-0.79,4.027777777777778,0.0,0.0,1.9722222222222223,0,0,0.0,4.681802935145185,6.923737199690624,-1.8550696333298389,0.0,2,17.957138634923147,0.0,0.0,-1.7946314331543167,138.36869300355525,4.93210877107534,9.428571428571429,0,0,5.693927994848461,0,1.925925925925926,17.82,1,4.681802935145185,0.0,2,0,0,1.0717592592592595,4.027777777777778,5.098681808301038
Cc1ccn2c1[C@H](O)CC2,9.51,0.5,5.106527394840706,0.0958915871072456,-0.7600000000000001,9.43023148148148,0.0,0.0,3.0185648148148148,0,0,0.0,0.0,25.99328161627751,-1.9240610471439987,0.0,2,23.520590126620142,5.106527394840706,0.0,-1.9987251930021392,251.76031184741808,5.244468058896745,23.2,0,0,23.78216749721977,0,2.715509259259259,25.16,1,0.0,0.0,2,0,0,-0.2129629629629632,9.43023148148148,10.633466716252965
Cc1ccnc(C)c1,6.796666666666667,0.2857142857142857,0.0,0.0374785439193491,-0.8500000000000001,4.04,0.0,4.04,4.057222222222222,0,0,0.0,4.9839785209472085,13.847474399381248,-1.7793775141495398,0.0,1,29.586957195081755,0.0,0.0,-1.8951696587405245,164.24662946459569,5.120085760356419,9.25,0,0,11.257379486545457,0,1.824074074074074,12.89,1,0.0,0.0,1,0,0,1.0879629629629632,0.0,17.97408278909944
Cc1ccnc2c(S)cccc12,2.07,0.1,0.0,0.0837223584386298,-1.02,4.335154320987654,23.531714080094048,5.206111111111111,2.0805864197530863,0,0,0.0,4.9839785209472085,11.8192206752084,-1.821926105838712,0.0,2,36.02576333715651,0.0,0.0,-2.0117205614419884,381.8581352532283,7.801443250911294,10.5,0,0,5.563451491696996,1,1.816851851851852,12.89,2,0.0,0.0,1,0,0,0.940925925925926,1.1851851851851851,30.602871937112432
Cc1ccnc2c1ccc1c(C)ccnc12,5.94,0.1428571428571428,0.0,0.0966784643095894,-1.96,4.448796296296296,21.805849864162116,8.897592592592591,4.205642479213908,0,0,0.0,9.967957041894415,13.847474399381248,-1.8816729544976616,0.0,2,47.78605840046659,0.0,0.0,-2.0554114769858165,625.945477667872,6.040799338080873,11.125,0,0,11.126902983393991,1,3.6966666666666654,25.78,3,0.0,0.0,2,0,0,1.0011111111111113,2.3761111111111117,35.94816557819888
Cc1ccnc2ccccc12,5.395,0.1,0.0,0.0704104685267859,-1.37,4.242037037037037,10.902924932081056,4.242037037037037,2.101203703703704,0,0,0.0,4.9839785209472085,6.923737199690624,-1.7939196288278811,0.0,1,42.09213040561812,0.0,0.0,-1.974394039810112,374.0344903986784,5.8085559285465225,10.272727272727272,0,0,5.563451491696996,1,1.8449074074074077,12.89,2,0.0,0.0,1,0,0,1.076388888888889,1.2453703703703705,17.97408278909944
Cc1ccncc1,6.018666666666667,0.1666666666666666,0.0,0.0269930048234263,-0.8500000000000001,3.8455555555555554,0.0,3.8455555555555554,2.043333333333333,0,0,0.0,4.9839785209472085,6.923737199690624,-1.6813035392548232,0.0,1,30.08987277184637,0.0,0.0,-1.817684811170517,134.10736969541455,5.051606335058975,8.714285714285714,0,0,5.563451491696996,0,3.574074074074074,12.89,1,12.393687143226153,0.0,1,0,0,1.2592592592592595,0.0,4.9839785209472085
Cc1ccncc1C,6.470000000000001,0.2857142857142857,0.0,0.0299178078446771,-0.8500000000000001,3.9450925925925926,0.0,3.9450925925925926,4.13824074074074,0,0,0.0,4.9839785209472085,13.847474399381248,-1.7847444042198304,0.0,1,29.586957195081755,0.0,0.0,-1.9221036013683463,160.49662946459569,5.182248065061528,9.25,0,0,11.126902983393991,0,3.678240740740741,12.89,1,0.0,0.0,1,0,0,1.2569444444444446,0.0,18.831452920328456
Cc1ccno1,2.3,0.25,0.0,0.1331282160996943,-0.79,4.583333333333333,0.0,0.0,1.8541666666666667,0,0,0.0,0.0,6.923737199690624,-1.5034745217294356,0.0,2,18.023458058949128,4.523094936973348,0.0,-1.6497957279595536,111.10850553448522,4.865460677138224,8.833333333333334,0,0,5.760247418874442,0,1.6203703703703702,26.03,1,12.263210640074686,0.0,2,0,0,0.8564814814814816,3.4467592592592595,9.679758194098794
Cc1ccon1,-1.0,0.25,0.0,0.1235710889376649,-0.79,4.46412037037037,0.0,0.0,1.8784722222222223,0,0,0.0,0.0,6.923737199690624,-1.5920089312421306,0.0,2,18.023458058949128,4.523094936973348,0.0,-1.6193423383541865,111.10850553448522,4.887573013483225,8.833333333333334,0,0,5.693927994848461,0,1.550925925925926,26.03,1,12.329530064100666,0.0,2,0,0,0.925925925925926,3.541666666666667,9.679758194098794
Cc1cn(C)c2ccccc12,-3.335,0.2,0.0,0.047991865823405,-1.2400000000000002,2.1574074074074074,10.902924932081056,0.0,2.141203703703704,0,0,0.0,0.0,6.923737199690624,-1.8101651705079171,0.0,1,36.02576333715651,0.0,0.0,-1.9214091844612375,348.6721492531731,5.829407131541943,10.727272727272728,0,0,5.563451491696996,1,2.1574074074074074,4.93,2,0.0,0.0,1,0,0,1.3101851851851851,1.3564814814814816,49.00082067561869
Cc1cnc(C)cn1,2.1,0.3333333333333333,0.0,0.0555492373711827,-0.9200000000000002,4.016203703703704,0.0,8.032407407407408,3.846111111111111,0,0,0.0,9.967957041894415,13.847474399381248,-1.8374500481421745,0.0,2,23.78154313292308,0.0,0.0,-1.8811589517860885,145.38833891467198,4.9689071875196085,9.25,0,0,11.387855989696922,0,3.5185185185185186,25.78,1,12.393687143226153,0.0,2,0,0,0.9681481481481484,0.0,9.967957041894415
